,run,model,phase,fitness,returns,mdd
51,5,ring,validation,-0.11062714887196907,-0.11062714887196907,-0.14341823942592408
52,5,multikuti,train,3.420091613557368,3.420091613557368,-0.28217692951570444
53,5,multikuti,validation,-0.0540642304681899,-0.0540642304681899,-0.11243850236322721
54,5,master_slave,train,4.035671251258789,4.035671251258789,-0.28053216130253866
55,5,master_slave,validation,-0.10104593053528248,-0.10104593053528248,-0.13919312889596513
56,5,gga,train,3.2658546793416234,3.2658546793416234,-0.2638226174674156
57,5,gga,validation,-0.02951348350899411,-0.02951348350899411,-0.1140300914178097
58,5,pso,train,0.1451,0.9249,-0.0326
59,5,pso,validation,0.0401,0.0425,-0.0258
60,6,ring,train,3.283566696094926,3.283566696094926,-0.24892776387422955
61,6,ring,validation,-0.08888681921248047,-0.08888681921248047,-0.10369895827059936
62,6,multikuti,train,3.5435211738747774,3.5435211738747774,-0.28712759067975546
63,6,multikuti,validation,-0.08683390391763221,-0.08683390391763221,-0.13337671144977653
64,6,master_slave,train,3.4337481413888304,3.4337481413888304,-0.2853893859516355
65,6,master_slave,validation,-0.09462721176994501,-0.09462721176994501,-0.11447294099367958
66,6,gga,train,3.488985536742652,3.488985536742652,-0.22226761581589352
67,6,gga,validation,-0.14895894878979715,-0.14895894878979715,-0.13555856065692928
68,6,pso,train,0.1089,1.8445,-0.0848
69,6,pso,validation,-0.0075,-0.0401,-0.05
70,7,ring,train,3.4837221236958142,3.4837221236958142,-0.19543901952829018
71,7,ring,validation,-0.006020455224366167,-0.006020455224366167,-0.07976077552596357
72,7,multikuti,train,4.069449642924596,4.069449642924596,-0.2888593453652348
73,7,multikuti,validation,-0.1307526882550551,-0.1307526882550551,-0.14583825528650993
74,7,master_slave,train,3.3747102651966445,3.3747102651966445,-0.2702393372491444
75,7,master_slave,validation,-0.09999448103053228,-0.09999448103053228,-0.12699062143623985
76,7,gga,train,3.1303415039437654,3.1303415039437654,-0.19664069752192895
77,7,gga,validation,-0.08069584279502713,-0.08069584279502713,-0.10338919575437715
78,7,pso,train,0.1275,1.3145,-0.0608
79,7,pso,validation,0.0415,0.057,-0.0393
80,8,ring,train,3.6660508807060794,3.6660508807060794,-0.2728644768711426
81,8,ring,validation,-0.20796235855073353,-0.20796235855073353,-0.16006245502359234
82,8,multikuti,train,3.4365354492863878,3.4365354492863878,-0.2832786032070193
83,8,multikuti,validation,-0.18453992708974704,-0.18453992708974704,-0.14923882944075595
84,8,master_slave,train,3.5841395419643973,3.5841395419643973,-0.2510840305241366
85,8,master_slave,validation,-0.16060262399386396,-0.16060262399386396,-0.13264154150649998
86,8,gga,train,3.5656738238074426,3.5656738238074426,-0.279829163873209
