strategy,run,iteration,value
ring,3,22,1.2599655150919016
ring,3,23,1.2599655150919016
ring,3,24,1.2590574979142617
ring,3,25,1.2599655150919016
ring,3,26,1.2590574979142617
ring,3,27,1.2570226758317389
ring,3,28,1.2590574979142617
ring,3,29,1.2599655150919016
ring,3,30,1.2585830361615602
ring,4,1,1.253609394848421
ring,4,2,1.2599655150919016
ring,4,3,1.2590574979142617
ring,4,4,1.2599655150919016
ring,4,5,1.2599655150919016
ring,4,6,1.256680795104613
ring,4,7,1.2599655150919016
ring,4,8,1.2590574979142617
ring,4,9,1.2599655150919016
ring,4,10,1.25630830298461
ring,4,11,1.2581243373398903
ring,4,12,1.2599655150919016
ring,4,13,1.2581494807366216
ring,4,14,1.2599655150919016
ring,4,15,1.2599655150919016
ring,4,16,1.2581494807366216
ring,4,17,1.2590574979142617
ring,4,18,1.2581494807366216
ring,4,19,1.2599655150919016
ring,4,20,1.2581494807366216
ring,4,21,1.2599655150919016
ring,4,22,1.2599655150919016
ring,4,23,1.2599655150919016
ring,4,24,1.2576498755871888
ring,4,25,1.2581243373398903
ring,4,26,1.2599655150919016
ring,4,27,1.2572414635589815
ring,4,28,1.2590574979142617
ring,4,29,1.2590574979142617
ring,4,30,1.2581494807366216
ring,5,1,1.2368110770620802
ring,5,2,1.2590574979142617
ring,5,3,1.2599655150919016
ring,5,4,1.2599655150919016
ring,5,5,1.2581494807366216
ring,5,6,1.2581494807366216
ring,5,7,1.2599655150919016
ring,5,8,1.2590574979142617
ring,5,9,1.2599655150919016
ring,5,10,1.2581494807366216
ring,5,11,1.2590574979142617
ring,5,12,1.2599655150919016
ring,5,13,1.2599655150919016
ring,5,14,1.2599655150919016
ring,5,15,1.2599655150919016
ring,5,16,1.2599655150919016
ring,5,17,1.2563334463813416
ring,5,18,1.2590574979142617
ring,5,19,1.2599655150919016
ring,5,20,1.2599655150919016
ring,5,21,1.2599655150919016
ring,5,22,1.2590574979142617
ring,5,23,1.2581243373398903
ring,5,24,1.2599655150919016
ring,5,25,1.2590323545175302
ring,5,26,1.2590323545175302
ring,5,27,1.2581243373398903
ring,5,28,1.2599655150919016
ring,5,29,1.2590574979142617
ring,5,30,1.2599655150919016
ring,6,1,1.2554254292037013
ring,6,2,1.2590574979142617
ring,6,3,1.2590574979142617
ring,6,4,1.2599655150919016
ring,6,5,1.2590323545175302
ring,6,6,1.2590574979142617
ring,6,7,1.2599655150919016
ring,6,8,1.2599655150919016
ring,6,9,1.2590323545175302
ring,6,10,1.2599655150919016
ring,6,11,1.2599655150919016
ring,6,12,1.2599655150919016
ring,6,13,1.2571660333687873
ring,6,14,1.2590574979142617
ring,6,15,1.2590574979142617
ring,6,16,1.2590574979142617
