,run,model,phase,fitness,returns,mdd
0,0,ring,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
1,0,ring,validation,0.7062568089204653,0.2068340409228644,-0.13889277849512707
2,0,multikuti,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
3,0,multikuti,validation,0.7062568089204653,0.2068340409228644,-0.13889277849512707
4,0,master_slave,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
5,0,master_slave,validation,0.7062568089204653,0.2068340409228644,-0.13889277849512707
6,0,gga,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
7,0,gga,validation,0.7062568089204653,0.2068340409228644,-0.13889277849512707
8,0,pso,train,0.0443,1.291,-0.1367
9,0,pso,validation,0.0152,0.1017,-0.1727
10,1,ring,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
11,1,ring,validation,0.7062568089204653,0.2068340409228644,-0.13889277849512707
12,1,multikuti,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
13,1,multikuti,validation,0.7006145701028359,0.20119180210523502,-0.13768453344899145
14,1,master_slave,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
15,1,master_slave,validation,0.7006145701028359,0.20119180210523502,-0.13768453344899145
16,1,gga,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
17,1,gga,validation,0.7062568089204653,0.2068340409228644,-0.13889277849512707
18,1,pso,train,0.0443,1.2689,-0.1433
19,1,pso,validation,0.0173,0.1215,-0.1633
20,2,ring,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
21,2,ring,validation,0.7062568089204653,0.2068340409228644,-0.13889277849512707
22,2,multikuti,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
23,2,multikuti,validation,0.7006145701028359,0.20119180210523502,-0.13768453344899145
24,2,master_slave,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
25,2,master_slave,validation,0.7006145701028359,0.20119180210523502,-0.13768453344899145
26,2,gga,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
27,2,gga,validation,0.7006145701028359,0.20119180210523502,-0.13768453344899145
28,2,pso,train,0.0446,1.2878,-0.1424
29,2,pso,validation,0.0179,0.1265,-0.1552
30,3,ring,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
31,3,ring,validation,0.7006145701028359,0.20119180210523502,-0.13768453344899145
32,3,multikuti,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
33,3,multikuti,validation,0.7006145701028359,0.20119180210523502,-0.13768453344899145
34,3,master_slave,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
35,3,master_slave,validation,0.7062568089204653,0.2068340409228644,-0.13889277849512707
36,3,gga,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
37,3,gga,validation,0.7006145701028359,0.20119180210523502,-0.13768453344899145
38,3,pso,train,0.0443,1.2689,-0.1433
39,3,pso,validation,0.0173,0.1215,-0.1633
40,4,ring,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
41,4,ring,validation,0.7006145701028359,0.20119180210523502,-0.13768453344899145
42,4,multikuti,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
43,4,multikuti,validation,0.7006145701028359,0.20119180210523502,-0.13768453344899145
44,4,master_slave,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
45,4,master_slave,validation,0.7006145701028359,0.20119180210523502,-0.13768453344899145
46,4,gga,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
47,4,gga,validation,0.7006145701028359,0.20119180210523502,-0.13768453344899145
48,4,pso,train,0.0443,1.291,-0.1367
49,4,pso,validation,0.0152,0.1017,-0.1727
50,5,ring,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
51,5,ring,validation,0.7006145701028359,0.20119180210523502,-0.13768453344899145
52,5,multikuti,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
53,5,multikuti,validation,0.7006145701028359,0.20119180210523502,-0.13768453344899145
54,5,master_slave,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
55,5,master_slave,validation,0.7062568089204653,0.2068340409228644,-0.13889277849512707
56,5,gga,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
57,5,gga,validation,0.7006145701028359,0.20119180210523502,-0.13768453344899145
58,5,pso,train,0.0343,1.3117,-0.2336
59,5,pso,validation,0.0096,0.0359,-0.2058
60,6,ring,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
61,6,ring,validation,0.7006145701028359,0.20119180210523502,-0.13768453344899145
62,6,multikuti,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
63,6,multikuti,validation,0.7006145701028359,0.20119180210523502,-0.13768453344899145
64,6,master_slave,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
65,6,master_slave,validation,0.7006145701028359,0.20119180210523502,-0.13768453344899145
66,6,gga,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
67,6,gga,validation,0.7062568089204653,0.2068340409228644,-0.13889277849512707
68,6,pso,train,0.0443,1.291,-0.1367
69,6,pso,validation,0.0152,0.1017,-0.1727
70,7,ring,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
71,7,ring,validation,0.7062568089204653,0.2068340409228644,-0.13889277849512707
72,7,multikuti,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
73,7,multikuti,validation,0.7006145701028359,0.20119180210523502,-0.13768453344899145
74,7,master_slave,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
75,7,master_slave,validation,0.7062568089204653,0.2068340409228644,-0.13889277849512707
76,7,gga,train,1.8111287794748276,1.3117060114772268,-0.23358313355125382
