,run,model,phase,fitness,returns,mdd
0,0,ring,train,4.536125729197912,4.036702961200311,-0.1400928946940577
1,0,ring,validation,2.1556640301536687,1.656241262156068,-0.19378605536877777
2,0,multikuti,train,4.536125729197912,4.036702961200311,-0.1400928946940577
3,0,multikuti,validation,2.000904569185013,1.501481801187412,-0.2766555459066662
4,0,master_slave,train,4.536125729197912,4.036702961200311,-0.1400928946940577
5,0,master_slave,validation,2.1556640301536687,1.656241262156068,-0.19378605536877777
6,0,gga,train,4.536125729197912,4.036702961200311,-0.1400928946940577
7,0,gga,validation,2.000904569185013,1.501481801187412,-0.2766555459066662
8,0,pso,train,0.091,3.0115,-0.1024
9,0,pso,validation,0.0004,-0.0215,-0.1438
10,1,ring,train,4.536125729197912,4.036702961200311,-0.1400928946940577
11,1,ring,validation,2.1556640301536687,1.656241262156068,-0.19378605536877777
12,1,multikuti,train,4.536125729197912,4.036702961200311,-0.1400928946940577
13,1,multikuti,validation,2.1556640301536687,1.656241262156068,-0.19378605536877777
14,1,master_slave,train,4.536125729197912,4.036702961200311,-0.1400928946940577
15,1,master_slave,validation,2.000904569185013,1.501481801187412,-0.2766555459066662
16,1,gga,train,4.536125729197912,4.036702961200311,-0.1400928946940577
17,1,gga,validation,2.1556640301536687,1.656241262156068,-0.19378605536877777
18,1,pso,train,0.0922,3.4314,-0.1069
19,1,pso,validation,-0.0061,-0.1015,-0.1484
20,2,ring,train,4.536125729197912,4.036702961200311,-0.1400928946940577
21,2,ring,validation,2.1556640301536687,1.656241262156068,-0.19378605536877777
22,2,multikuti,train,4.536125729197912,4.036702961200311,-0.1400928946940577
23,2,multikuti,validation,2.1556640301536687,1.656241262156068,-0.19378605536877777
24,2,master_slave,train,4.536125729197912,4.036702961200311,-0.1400928946940577
25,2,master_slave,validation,2.1556640301536687,1.656241262156068,-0.19378605536877777
26,2,gga,train,4.536125729197912,4.036702961200311,-0.1400928946940577
27,2,gga,validation,1.9910802321150298,1.491657464117429,-0.2694696141463073
