,run,model,phase,fitness,returns,mdd
0,0,ring,train,1.85399302674222,1.35399302674222,-0.35161893951862394
1,0,ring,validation,0.3534301131766967,-0.1465698868233033,-0.31365245938888586
2,0,multikuti,train,1.85399302674222,1.35399302674222,-0.35161893951862394
3,0,multikuti,validation,0.34420473083325054,-0.15579526916674946,-0.31423599694332116
4,0,master_slave,train,1.85399302674222,1.35399302674222,-0.35161893951862394
5,0,master_slave,validation,0.3534301131766967,-0.1465698868233033,-0.31365245938888586
6,0,gga,train,1.85399302674222,1.35399302674222,-0.35161893951862394
7,0,gga,validation,0.34420473083325054,-0.15579526916674946,-0.31423599694332116
8,0,pso,train,0.0564,1.2498,-0.3957
9,0,pso,validation,-0.0356,-0.4345,-0.3741
10,1,ring,train,1.85399302674222,1.35399302674222,-0.35161893951862394
11,1,ring,validation,0.3534301131766967,-0.1465698868233033,-0.31365245938888586
12,1,multikuti,train,1.85399302674222,1.35399302674222,-0.35161893951862394
13,1,multikuti,validation,0.30639613553918665,-0.19360386446081335,-0.31338969742621314
14,1,master_slave,train,1.85399302674222,1.35399302674222,-0.35161893951862394
15,1,master_slave,validation,0.34420473083325054,-0.15579526916674946,-0.31423599694332116
16,1,gga,train,1.85399302674222,1.35399302674222,-0.35161893951862394
17,1,gga,validation,0.3534301131766967,-0.1465698868233033,-0.31365245938888586
18,1,pso,train,0.0489,0.8466,-0.2975
19,1,pso,validation,-0.0293,-0.3946,-0.3594
20,2,ring,train,1.85399302674222,1.35399302674222,-0.35161893951862394
21,2,ring,validation,0.34420473083325054,-0.15579526916674946,-0.31423599694332116
22,2,multikuti,train,1.85399302674222,1.35399302674222,-0.35161893951862394
23,2,multikuti,validation,0.3534301131766967,-0.1465698868233033,-0.31365245938888586
24,2,master_slave,train,1.85399302674222,1.35399302674222,-0.35161893951862394
25,2,master_slave,validation,0.34420473083325054,-0.15579526916674946,-0.31423599694332116
26,2,gga,train,1.85399302674222,1.35399302674222,-0.35161893951862394
27,2,gga,validation,0.3534301131766967,-0.1465698868233033,-0.31365245938888586
28,2,pso,train,0.0477,0.7917,-0.2984
29,2,pso,validation,-0.0306,-0.4024,-0.3623
30,3,ring,train,1.85399302674222,1.35399302674222,-0.35161893951862394
31,3,ring,validation,0.34420473083325054,-0.15579526916674946,-0.31423599694332116
32,3,multikuti,train,1.85399302674222,1.35399302674222,-0.35161893951862394
33,3,multikuti,validation,0.3534301131766967,-0.1465698868233033,-0.31365245938888586
34,3,master_slave,train,1.85399302674222,1.35399302674222,-0.35161893951862394
35,3,master_slave,validation,0.2847631514216633,-0.2152368485783367,-0.34995896529913184
36,3,gga,train,1.85399302674222,1.35399302674222,-0.35161893951862394
37,3,gga,validation,0.34420473083325054,-0.15579526916674946,-0.31423599694332116
38,3,pso,train,0.0544,1.1243,-0.3853
39,3,pso,validation,-0.0459,-0.4946,-0.3962
40,4,ring,train,1.85399302674222,1.35399302674222,-0.35161893951862394
41,4,ring,validation,0.34420473083325054,-0.15579526916674946,-0.31423599694332116
42,4,multikuti,train,1.85399302674222,1.35399302674222,-0.35161893951862394
43,4,multikuti,validation,0.3534301131766967,-0.1465698868233033,-0.31365245938888586
44,4,master_slave,train,1.85399302674222,1.35399302674222,-0.35161893951862394
45,4,master_slave,validation,0.3534301131766967,-0.1465698868233033,-0.31365245938888586
46,4,gga,train,1.85399302674222,1.35399302674222,-0.35161893951862394
47,4,gga,validation,0.34420473083325054,-0.15579526916674946,-0.31423599694332116
48,4,pso,train,0.0566,1.2638,-0.3853
49,4,pso,validation,-0.0745,-0.6457,-0.4517
50,5,ring,train,1.85399302674222,1.35399302674222,-0.35161893951862394
51,5,ring,validation,0.34420473083325054,-0.15579526916674946,-0.31423599694332116
52,5,multikuti,train,1.85399302674222,1.35399302674222,-0.35161893951862394
53,5,multikuti,validation,0.34420473083325054,-0.15579526916674946,-0.31423599694332116
54,5,master_slave,train,1.85399302674222,1.35399302674222,-0.35161893951862394
