,run,model,phase,fitness,returns,mdd
80,8,ring,train,0.2934363019722539,0.1687493149235475,-0.33450279103550085
81,8,ring,validation,-0.2760440705296612,-0.4007310575783676,-0.6327511234955002
82,8,multikuti,train,0.2934363019722539,0.1687493149235475,-0.33450279103550085
83,8,multikuti,validation,-0.5843247404257894,-0.7090117274744958,-0.6465205342004361
84,8,master_slave,train,0.2934363019722539,0.1687493149235475,-0.33450279103550085
85,8,master_slave,validation,-0.08305621191391052,-0.20774319896261695,-0.31139820530331336
86,8,gga,train,0.2934363019722539,0.1687493149235475,-0.33450279103550085
87,8,gga,validation,-0.36042561958156694,-0.48511260663027334,-0.37403096344970005
88,8,pso,train,0.0151,0.116,-0.322
89,8,pso,validation,-0.0516,-0.8454,-0.4635
90,9,ring,train,0.2934363019722539,0.1687493149235475,-0.33450279103550085
91,9,ring,validation,-0.5843247404257894,-0.7090117274744958,-0.6465205342004361
92,9,multikuti,train,0.2934363019722539,0.1687493149235475,-0.33450279103550085
93,9,multikuti,validation,-0.5843247404257894,-0.7090117274744958,-0.6465205342004361
94,9,master_slave,train,0.2934363019722539,0.1687493149235475,-0.33450279103550085
95,9,master_slave,validation,-0.2760440705296612,-0.4007310575783676,-0.6327511234955002
96,9,gga,train,0.2934363019722539,0.1687493149235475,-0.33450279103550085
97,9,gga,validation,-0.3628853519197328,-0.4875723389684392,-0.3819139999380454
98,9,pso,train,0.0037,-0.4173,-0.3478
99,9,pso,validation,-0.0348,-0.8417,-0.4349
