strategy,run,iteration,value
multikuti,2,7,7.345990180969238
multikuti,2,8,8.123059272766113
multikuti,2,9,8.914498090744019
multikuti,2,10,9.739673137664795
multikuti,3,1,2.749872922897339
multikuti,3,2,3.530294179916382
multikuti,3,3,4.401327848434448
multikuti,3,4,5.254360198974609
multikuti,3,5,6.088836193084717
multikuti,3,6,6.926270008087158
multikuti,3,7,7.7425432205200195
multikuti,3,8,8.613950967788696
multikuti,3,9,9.438690185546875
multikuti,3,10,10.259957075119019
multikuti,4,1,2.9204437732696533
multikuti,4,2,3.7795310020446777
multikuti,4,3,4.617210865020752
multikuti,4,4,5.466131925582886
multikuti,4,5,6.2627599239349365
multikuti,4,6,7.047878742218018
multikuti,4,7,7.8673999309539795
multikuti,4,8,8.637456893920898
multikuti,4,9,9.435160875320435
multikuti,4,10,10.240445852279663
master_slave,0,1,2.7451441287994385
master_slave,0,2,5.155599117279053
master_slave,0,3,7.524159908294678
master_slave,0,4,9.900782108306885
master_slave,0,5,12.251956939697266
master_slave,0,6,14.54269528388977
master_slave,0,7,16.834917068481445
master_slave,0,8,19.191800117492676
master_slave,0,9,21.776302099227905
master_slave,0,10,24.416848182678223
master_slave,1,1,2.9211819171905518
master_slave,1,2,5.32165002822876
master_slave,1,3,7.540387868881226
master_slave,1,4,9.872923135757446
master_slave,1,5,12.160710096359253
master_slave,1,6,14.4129159450531
master_slave,1,7,17.077441930770874
master_slave,1,8,19.705392122268677
master_slave,1,9,22.061996936798096
master_slave,1,10,24.299933910369873
master_slave,2,1,2.6819229125976562
master_slave,2,2,5.287438869476318
master_slave,2,3,7.576390027999878
master_slave,2,4,9.83932089805603
master_slave,2,5,12.062902927398682
master_slave,2,6,14.323859930038452
master_slave,2,7,16.960165977478027
master_slave,2,8,19.23422908782959
master_slave,2,9,21.489886045455933
master_slave,2,10,23.759236812591553
master_slave,3,1,2.7286601066589355
master_slave,3,2,4.99304723739624
master_slave,3,3,7.256229877471924
master_slave,3,4,9.511053085327148
master_slave,3,5,11.79794692993164
master_slave,3,6,14.023437023162842
master_slave,3,7,16.2842800617218
master_slave,3,8,18.560611248016357
master_slave,3,9,20.83729910850525
master_slave,3,10,23.065121173858643
master_slave,4,1,2.8418009281158447
master_slave,4,2,5.106367111206055
master_slave,4,3,7.519748210906982
master_slave,4,4,9.803498983383179
master_slave,4,5,12.010313987731934
master_slave,4,6,14.306567907333374
master_slave,4,7,16.637896060943604
master_slave,4,8,18.859207153320312
master_slave,4,9,21.186345100402832
master_slave,4,10,23.469487190246582
gga,0,1,5.482450008392334
gga,0,2,9.152752161026001
gga,0,3,12.861087083816528
gga,0,4,16.464132070541382
gga,0,5,20.151659965515137
gga,0,6,23.767120838165283
gga,0,7,27.448368072509766
gga,0,8,31.074692010879517
gga,0,9,34.722815990448
gga,0,10,38.43692398071289
gga,1,1,5.455196142196655
gga,1,2,9.197129964828491
gga,1,3,12.843977928161621
gga,1,4,16.433897972106934
gga,1,5,20.135369062423706
gga,1,6,23.72565197944641
gga,1,7,27.35856318473816
gga,1,8,30.987700939178467
gga,1,9,34.60108804702759
gga,1,10,38.23172092437744
gga,2,1,5.444814920425415
gga,2,2,9.03338098526001
gga,2,3,12.68593978881836
gga,2,4,16.32101798057556
gga,2,5,19.95547890663147
gga,2,6,23.54717493057251
gga,2,7,27.202425003051758
gga,2,8,30.832612991333008
gga,2,9,34.41433000564575
gga,2,10,38.07729983329773
gga,3,1,5.428560972213745
gga,3,2,9.047545909881592
gga,3,3,12.71799898147583
gga,3,4,16.300546884536743
gga,3,5,19.950068950653076
gga,3,6,23.528920888900757
gga,3,7,27.148151874542236
gga,3,8,30.769465923309326
gga,3,9,34.36764097213745
gga,3,10,38.03945207595825
gga,4,1,5.395791053771973
gga,4,2,8.980345964431763
gga,4,3,12.67115592956543
gga,4,4,16.2477970123291
gga,4,5,19.866842031478882
gga,4,6,23.48438286781311
gga,4,7,27.08393096923828
gga,4,8,30.70385503768921
gga,4,9,34.32046675682068
gga,4,10,37.93990969657898
